"Commodity","Country","UOM","Category","SubCategory","YearNum","FoodValue"
"Rice and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2017,766.3
"Milled grain products","WORLD (Quantity)","1,000 mt","Grains","Foods",2017,2014.7
"Cereal and bakery foods","WORLD (Quantity)","1,000 mt","Grains","Foods",2017,2562.9
"Total vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2017,4877.0
"Crude vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2017,734.2
"Refined vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2017,4140.8
"Olive oil","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2017,305.2
"Tropical oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2017,2237.9
"Oilseeds","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2017,1524.9
"Total sweeteners and candy","WORLD (Quantity)","1,000 mt","Sweets","Foods",2017,4076.9
"Sugar, cane and beet","WORLD (Quantity)","1,000 mt","Sweets","Foods",2017,2840.8
"Other sweeteners and syrups","WORLD (Quantity)","1,000 mt","Sweets","Foods",2017,599.9
"Confections","WORLD (Quantity)","1,000 mt","Sweets","Foods",2017,636.3
"Total cocoa and products","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2017,1453.7
"Cocoa beans","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2017,470.3
"Cocoa paste, butter, and powder","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2017,391.6
"Chocolate","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2017,591.4
"Sauces, soups, prepared foods","WORLD (Quantity)","1,000 mt","Other","Foods",2017,1317.8
"Essential oils","WORLD (Quantity)","1,000 mt","Other","Foods",2017,107.9
"Animal and other fats","WORLD (Quantity)","1,000 mt","Other","Foods",2017,321.2
"Other edible products","WORLD (Quantity)","1,000 mt","Other","Foods",2017,469.6
"Total beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2017,8173.9
"Wine","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2017,1303.3
"Malt beer","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2017,4021.0
"Nonalcoholic beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2017,2849.6
"Liquors and liqueurs","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2017,756010.9
"Live meat animals","WORLD (Quantity)","1,000","Food volume","Foods",2017,7363.3
"Meats","WORLD (Quantity)","1,000 mt","Food volume","Foods",2017,1847.8
"Fish and shellfish","WORLD (Quantity)","1,000 mt","Food volume","Foods",2017,2621.8
"Dairy","WORLD (Quantity)","1,000 mt","Food volume","Foods",2017,367.0
"Vegetables","WORLD (Quantity)","1,000 mt","Food volume","Foods",2017,11053.6
"Fruits","WORLD (Quantity)","1,000 mt","Food volume","Foods",2017,13624.4
"Nuts","WORLD (Quantity)","1,000 mt","Food volume","Foods",2017,544.8
"Coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Food volume","Foods",2017,2276.2
"Grains","WORLD (Quantity)","1,000 mt","Food volume","Foods",2017,11505.7
"Vegetable oils","WORLD (Quantity)","1,000 mt","Food volume","Foods",2017,6401.9
"Sugar and candy","WORLD (Quantity)","1,000 mt","Food volume","Foods",2017,4076.9
"Cocoa and chocolate","WORLD (Quantity)","1,000 mt","Food volume","Foods",2017,1453.7
"Other edible products","WORLD (Quantity)","1,000 mt","Food volume","Foods",2017,2216.5
"Beverages","WORLD (Quantity)","1,000 litpf","Food volume","Foods",2017,8173.9
"Total live animals","WORLD (Quantity)","1,000","Animals","Foods",2018,7124.5
"Bovine animals, live","WORLD (Quantity)","1,000","Animals","Foods",2018,1907.2
"Swine, live","WORLD (Quantity)","1,000","Animals","Foods",2018,5209.9
"Sheep and goats, live","WORLD (Quantity)","1,000","Animals","Foods",2018,7.3
"Live poultry","WORLD (Quantity)","1,000","Animals","Foods",2018,13509.9
"Total red meats, fresh and frozen","WORLD (Quantity)","1,000 mt","Meats","Foods",2018,1563.3
"Fresh or chilled red meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2018,730.1
"Frozen red meats and parts","WORLD (Quantity)","1,000 mt","Meats","Foods",2018,729.1
"Fowl and other meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2018,82.9
"Prepared meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2018,175.0
"Total fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",2018,2718.8
"Whole fish--fresh, chilled, or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",2018,423.1
"Fish fillets and mince","WORLD (Quantity)","1,000 mt","Fish","Foods",2018,804.0
"Shellfish, fresh or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",2018,822.1
"Prepared fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",2018,669.6
"Total vegetables and preparations","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2018,11645.6
"Fresh vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2018,7888.3
"Frozen vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2018,845.6
"Dried vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2018,731.1
"Prepared or preserved vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2018,2320.0
"Total dairy products","WORLD (Quantity)","1,000 mt","Dairy","Foods",2018,364.0
"Cheese, fresh or processed","WORLD (Quantity)","1,000 mt","Dairy","Foods",2018,176.2
"Yogurt, buttermilk, or whey","WORLD (Quantity)","1,000 mt","Dairy","Foods",2018,86.1
"Milk and cream","WORLD (Quantity)","1,000 mt","Dairy","Foods",2018,47.1
"Butter or spreads","WORLD (Quantity)","1,000 mt","Dairy","Foods",2018,54.7
"Total fruit and preparations","WORLD (Quantity)","1,000 mt","Fruits","Foods",2018,14065.3
"Fresh or chilled fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2018,11987.3
"Bananas and plantains","WORLD (Quantity)","1,000 mt","Fruits","Foods",2018,5167.6
"Frozen fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2018,407.6
"Dried, prepared or preserved fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2018,1662.0
"Fruit juices","WORLD (Quantity)","1,000 mt","Fruits","Foods",2018,8.4
"Total nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2018,553.8
"Tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2018,393.9
"Cashew nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2018,152.7
"Prepared tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2018,98.7
"Ground nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2018,61.1
"Total coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2018,2236.8
"Coffee beans, unroasted","WORLD (Quantity)","1,000 mt","Coffee","Foods",2018,1503.2
"Coffee, roasted and instant","WORLD (Quantity)","1,000 mt","Coffee","Foods",2018,88.6
"Coffee extracts and preparations","WORLD (Quantity)","1,000 mt","Coffee","Foods",2018,53.1
"Tea and mate","WORLD (Quantity)","1,000 mt","Coffee","Foods",2018,181.0
"Spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2018,410.9
"Total grains and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2018,11810.7
"Bulk grains","WORLD (Quantity)","1,000 mt","Grains","Foods",2018,6694.1
"Wheat and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2018,3819.2
"Rice and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2018,894.9
"Milled grain products","WORLD (Quantity)","1,000 mt","Grains","Foods",2018,2339.3
"Cereal and bakery foods","WORLD (Quantity)","1,000 mt","Grains","Foods",2018,2777.3
"Total vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2018,4870.1
"Crude vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2018,601.3
"Refined vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2018,4266.2
"Olive oil","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2018,327.9
"Tropical oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2018,2383.5
"Oilseeds","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2018,1414.4
"Total sweeteners and candy","WORLD (Quantity)","1,000 mt","Sweets","Foods",2018,4147.3
"Sugar, cane and beet","WORLD (Quantity)","1,000 mt","Sweets","Foods",2018,2831.2
"Other sweeteners and syrups","WORLD (Quantity)","1,000 mt","Sweets","Foods",2018,635.9
"Confections","WORLD (Quantity)","1,000 mt","Sweets","Foods",2018,680.2
"Total cocoa and products","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2018,1372.8
"Cocoa beans","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2018,415.3
"Cocoa paste, butter, and powder","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2018,367.2
"Chocolate","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2018,590.2
"Sauces, soups, prepared foods","WORLD (Quantity)","1,000 mt","Other","Foods",2018,1441.9
"Essential oils","WORLD (Quantity)","1,000 mt","Other","Foods",2018,116.2
"Animal and other fats","WORLD (Quantity)","1,000 mt","Other","Foods",2018,373.2
"Other edible products","WORLD (Quantity)","1,000 mt","Other","Foods",2018,454.5
"Total beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2018,8241.1
"Wine","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2018,1271.0
"Malt beer","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2018,4149.2
"Nonalcoholic beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2018,2820.9
"Liquors and liqueurs","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2018,784586.1
"Live meat animals","WORLD (Quantity)","1,000","Food volume","Foods",2018,7124.5
"Meats","WORLD (Quantity)","1,000 mt","Food volume","Foods",2018,1821.2
"Fish and shellfish","WORLD (Quantity)","1,000 mt","Food volume","Foods",2018,2718.8
"Dairy","WORLD (Quantity)","1,000 mt","Food volume","Foods",2018,364.0
"Vegetables","WORLD (Quantity)","1,000 mt","Food volume","Foods",2018,11645.6
"Fruits","WORLD (Quantity)","1,000 mt","Food volume","Foods",2018,14065.3
"Nuts","WORLD (Quantity)","1,000 mt","Food volume","Foods",2018,553.8
"Coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Food volume","Foods",2018,2236.8
"Grains","WORLD (Quantity)","1,000 mt","Food volume","Foods",2018,11810.7
"Vegetable oils","WORLD (Quantity)","1,000 mt","Food volume","Foods",2018,6284.5
"Sugar and candy","WORLD (Quantity)","1,000 mt","Food volume","Foods",2018,4147.3
"Cocoa and chocolate","WORLD (Quantity)","1,000 mt","Food volume","Foods",2018,1372.8
"Other edible products","WORLD (Quantity)","1,000 mt","Food volume","Foods",2018,2385.8
"Beverages","WORLD (Quantity)","1,000 litpf","Food volume","Foods",2018,8241.1
"Total live animals","WORLD (Quantity)","1,000","Animals","Foods",2019,7139.2
"Bovine animals, live","WORLD (Quantity)","1,000","Animals","Foods",2019,2055.4
"Swine, live","WORLD (Quantity)","1,000","Animals","Foods",2019,5070.4
"Sheep and goats, live","WORLD (Quantity)","1,000","Animals","Foods",2019,13.3
"Live poultry","WORLD (Quantity)","1,000","Animals","Foods",2019,12359.9
"Total red meats, fresh and frozen","WORLD (Quantity)","1,000 mt","Meats","Foods",2019,1527.6
"Fresh or chilled red meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2019,754.8
"Frozen red meats and parts","WORLD (Quantity)","1,000 mt","Meats","Foods",2019,661.2
"Fowl and other meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2019,76.2
"Prepared meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2019,191.7
"Total fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",2019,2648.9
"Whole fish--fresh, chilled, or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",2019,424.3
"Fish fillets and mince","WORLD (Quantity)","1,000 mt","Fish","Foods",2019,750.6
"Shellfish, fresh or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",2019,830.5
"Prepared fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",2019,643.5
"Total vegetables and preparations","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2019,11743.6
"Fresh vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2019,8117.0
"Frozen vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2019,875.2
"Dried vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2019,578.9
"Prepared or preserved vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2019,2272.6
"Total dairy products","WORLD (Quantity)","1,000 mt","Dairy","Foods",2019,384.2
"Cheese, fresh or processed","WORLD (Quantity)","1,000 mt","Dairy","Foods",2019,179.8
"Yogurt, buttermilk, or whey","WORLD (Quantity)","1,000 mt","Dairy","Foods",2019,98.9
"Milk and cream","WORLD (Quantity)","1,000 mt","Dairy","Foods",2019,44.6
"Butter or spreads","WORLD (Quantity)","1,000 mt","Dairy","Foods",2019,61.0
"Total fruit and preparations","WORLD (Quantity)","1,000 mt","Fruits","Foods",2019,13900.7
"Fresh or chilled fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2019,11921.1
"Bananas and plantains","WORLD (Quantity)","1,000 mt","Fruits","Foods",2019,5053.9
"Frozen fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2019,454.7
"Dried, prepared or preserved fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2019,1522.2
"Fruit juices","WORLD (Quantity)","1,000 mt","Fruits","Foods",2019,2.7
"Total nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2019,534.3
"Tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2019,390.9
"Cashew nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2019,154.9
"Prepared tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2019,88.8
"Ground nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2019,54.6
"Total coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2019,2371.9
"Coffee beans, unroasted","WORLD (Quantity)","1,000 mt","Coffee","Foods",2019,1592.5
"Coffee, roasted and instant","WORLD (Quantity)","1,000 mt","Coffee","Foods",2019,102.7
"Coffee extracts and preparations","WORLD (Quantity)","1,000 mt","Coffee","Foods",2019,60.3
"Tea and mate","WORLD (Quantity)","1,000 mt","Coffee","Foods",2019,188.6
"Spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2019,427.7
"Total grains and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2019,11076.5
"Bulk grains","WORLD (Quantity)","1,000 mt","Grains","Foods",2019,5718.1
"Wheat and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2019,2539.9
"Rice and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2019,962.9
"Milled grain products","WORLD (Quantity)","1,000 mt","Grains","Foods",2019,2407.2
"Cereal and bakery foods","WORLD (Quantity)","1,000 mt","Grains","Foods",2019,2951.2
"Total vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2019,4957.6
"Crude vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2019,531.0
"Refined vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2019,4424.9
"Olive oil","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2019,339.2
"Tropical oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2019,2393.9
"Oilseeds","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2019,1193.9
"Total sweeteners and candy","WORLD (Quantity)","1,000 mt","Sweets","Foods",2019,4271.9
"Sugar, cane and beet","WORLD (Quantity)","1,000 mt","Sweets","Foods",2019,2883.1
"Other sweeteners and syrups","WORLD (Quantity)","1,000 mt","Sweets","Foods",2019,687.5
"Confections","WORLD (Quantity)","1,000 mt","Sweets","Foods",2019,701.3
"Total cocoa and products","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2019,1393.9
"Cocoa beans","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2019,375.5
"Cocoa paste, butter, and powder","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2019,397.7
"Chocolate","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2019,620.6
"Sauces, soups, prepared foods","WORLD (Quantity)","1,000 mt","Other","Foods",2019,1503.1
"Essential oils","WORLD (Quantity)","1,000 mt","Other","Foods",2019,118.3
"Animal and other fats","WORLD (Quantity)","1,000 mt","Other","Foods",2019,407.0
"Other edible products","WORLD (Quantity)","1,000 mt","Other","Foods",2019,377.7
"Total beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2019,8487.3
"Wine","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2019,1355.7
"Malt beer","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2019,4225.4
"Nonalcoholic beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2019,2906.1
"Liquors and liqueurs","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2019,834576.9
"Live meat animals","WORLD (Quantity)","1,000","Food volume","Foods",2019,7139.2
"Meats","WORLD (Quantity)","1,000 mt","Food volume","Foods",2019,1795.5
"Fish and shellfish","WORLD (Quantity)","1,000 mt","Food volume","Foods",2019,2648.9
"Dairy","WORLD (Quantity)","1,000 mt","Food volume","Foods",2019,384.2
"Vegetables","WORLD (Quantity)","1,000 mt","Food volume","Foods",2019,11743.6
"Fruits","WORLD (Quantity)","1,000 mt","Food volume","Foods",2019,13900.7
"Nuts","WORLD (Quantity)","1,000 mt","Food volume","Foods",2019,534.3
"Coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Food volume","Foods",2019,2371.9
"Grains","WORLD (Quantity)","1,000 mt","Food volume","Foods",2019,11076.5
"Vegetable oils","WORLD (Quantity)","1,000 mt","Food volume","Foods",2019,6151.5
"Sugar and candy","WORLD (Quantity)","1,000 mt","Food volume","Foods",2019,4271.9
"Cocoa and chocolate","WORLD (Quantity)","1,000 mt","Food volume","Foods",2019,1393.9
"Other edible products","WORLD (Quantity)","1,000 mt","Food volume","Foods",2019,2406.1
"Beverages","WORLD (Quantity)","1,000 litpf","Food volume","Foods",2019,8487.3
"Total live animals","WORLD (Quantity)","1,000","Animals","Foods",2020,7397.3
"Bovine animals, live","WORLD (Quantity)","1,000","Animals","Foods",2020,2130.8
"Swine, live","WORLD (Quantity)","1,000","Animals","Foods",2020,5256.5
"Sheep and goats, live","WORLD (Quantity)","1,000","Animals","Foods",2020,10.1
"Live poultry","WORLD (Quantity)","1,000","Animals","Foods",2020,10826.8
"Total red meats, fresh and frozen","WORLD (Quantity)","1,000 mt","Meats","Foods",2020,1597.9
"Fresh or chilled red meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2020,786.7
"Frozen red meats and parts","WORLD (Quantity)","1,000 mt","Meats","Foods",2020,707.2
"Fowl and other meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2020,83.3
"Prepared meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2020,205.7
"Total fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",2020,2729.3
"Whole fish--fresh, chilled, or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",2020,393.8
"Fish fillets and mince","WORLD (Quantity)","1,000 mt","Fish","Foods",2020,770.2
"Shellfish, fresh or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",2020,818.7
"Prepared fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",2020,746.7
"Total vegetables and preparations","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2020,12257.7
"Fresh vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2020,8376.8
"Frozen vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2020,944.0
"Dried vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2020,550.9
"Prepared or preserved vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2020,2505.9
"Total dairy products","WORLD (Quantity)","1,000 mt","Dairy","Foods",2020,368.4
"Cheese, fresh or processed","WORLD (Quantity)","1,000 mt","Dairy","Foods",2020,166.0
"Yogurt, buttermilk, or whey","WORLD (Quantity)","1,000 mt","Dairy","Foods",2020,88.6
"Milk and cream","WORLD (Quantity)","1,000 mt","Dairy","Foods",2020,49.3
"Butter or spreads","WORLD (Quantity)","1,000 mt","Dairy","Foods",2020,64.4
"Total fruit and preparations","WORLD (Quantity)","1,000 mt","Fruits","Foods",2020,14183.1
"Fresh or chilled fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2020,12056.0
"Bananas and plantains","WORLD (Quantity)","1,000 mt","Fruits","Foods",2020,5077.0
"Frozen fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2020,544.4
"Dried, prepared or preserved fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2020,1574.9
"Fruit juices","WORLD (Quantity)","1,000 mt","Fruits","Foods",2020,7.8
"Total nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2020,513.8
"Tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2020,361.0
"Cashew nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2020,167.2
"Prepared tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2020,98.6
"Ground nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2020,54.3
"Total coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2020,2254.6
"Coffee beans, unroasted","WORLD (Quantity)","1,000 mt","Coffee","Foods",2020,1427.7
"Coffee, roasted and instant","WORLD (Quantity)","1,000 mt","Coffee","Foods",2020,97.2
"Coffee extracts and preparations","WORLD (Quantity)","1,000 mt","Coffee","Foods",2020,70.9
"Tea and mate","WORLD (Quantity)","1,000 mt","Coffee","Foods",2020,181.0
"Spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2020,477.7
"Total grains and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2020,11355.4
"Bulk grains","WORLD (Quantity)","1,000 mt","Grains","Foods",2020,5726.5
"Wheat and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2020,2643.1
"Rice and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2020,1187.3
"Milled grain products","WORLD (Quantity)","1,000 mt","Grains","Foods",2020,2373.4
"Cereal and bakery foods","WORLD (Quantity)","1,000 mt","Grains","Foods",2020,3255.5
"Total vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2020,4891.2
"Crude vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2020,566.6
"Refined vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2020,4322.8
"Olive oil","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2020,402.6
"Tropical oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2020,2242.4
"Oilseeds","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2020,1330.4
"Total sweeteners and candy","WORLD (Quantity)","1,000 mt","Sweets","Foods",2020,4919.9
"Sugar, cane and beet","WORLD (Quantity)","1,000 mt","Sweets","Foods",2020,3551.6
"Other sweeteners and syrups","WORLD (Quantity)","1,000 mt","Sweets","Foods",2020,667.2
"Confections","WORLD (Quantity)","1,000 mt","Sweets","Foods",2020,701.1
"Total cocoa and products","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2020,1391.9
"Cocoa beans","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2020,377.0
"Cocoa paste, butter, and powder","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2020,384.8
"Chocolate","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2020,630.0
"Sauces, soups, prepared foods","WORLD (Quantity)","1,000 mt","Other","Foods",2020,1733.4
"Essential oils","WORLD (Quantity)","1,000 mt","Other","Foods",2020,133.5
"Animal and other fats","WORLD (Quantity)","1,000 mt","Other","Foods",2020,460.4
"Other edible products","WORLD (Quantity)","1,000 mt","Other","Foods",2020,325.1
"Total beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2020,8987.8
"Wine","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2020,1513.4
"Malt beer","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2020,4262.1
"Nonalcoholic beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2020,3212.3
"Liquors and liqueurs","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2020,880803.6
"Live meat animals","WORLD (Quantity)","1,000","Food volume","Foods",2020,7397.3
"Meats","WORLD (Quantity)","1,000 mt","Food volume","Foods",2020,1886.9
"Fish and shellfish","WORLD (Quantity)","1,000 mt","Food volume","Foods",2020,2729.3
"Dairy","WORLD (Quantity)","1,000 mt","Food volume","Foods",2020,368.4
"Vegetables","WORLD (Quantity)","1,000 mt","Food volume","Foods",2020,12257.7
"Fruits","WORLD (Quantity)","1,000 mt","Food volume","Foods",2020,14183.1
"Nuts","WORLD (Quantity)","1,000 mt","Food volume","Foods",2020,513.8
"Coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Food volume","Foods",2020,2254.6
"Grains","WORLD (Quantity)","1,000 mt","Food volume","Foods",2020,11355.4
"Vegetable oils","WORLD (Quantity)","1,000 mt","Food volume","Foods",2020,6221.6
"Sugar and candy","WORLD (Quantity)","1,000 mt","Food volume","Foods",2020,4919.9
"Cocoa and chocolate","WORLD (Quantity)","1,000 mt","Food volume","Foods",2020,1391.9
"Other edible products","WORLD (Quantity)","1,000 mt","Food volume","Foods",2020,2652.4
"Beverages","WORLD (Quantity)","1,000 litpf","Food volume","Foods",2020,8987.8
"Total live animals","WORLD (Quantity)","1,000","Animals","Foods",2021,8440.9
"Bovine animals, live","WORLD (Quantity)","1,000","Animals","Foods",2021,1794.8
"Swine, live","WORLD (Quantity)","1,000","Animals","Foods",2021,6623.0
"Sheep and goats, live","WORLD (Quantity)","1,000","Animals","Foods",2021,23.1
"Live poultry","WORLD (Quantity)","1,000","Animals","Foods",2021,10567.9
"Total red meats, fresh and frozen","WORLD (Quantity)","1,000 mt","Meats","Foods",2021,1746.7
"Fresh or chilled red meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2021,882.4
"Frozen red meats and parts","WORLD (Quantity)","1,000 mt","Meats","Foods",2021,730.7
"Fowl and other meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2021,91.6
"Prepared meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2021,238.6
"Total fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",2021,3051.1
"Whole fish--fresh, chilled, or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",2021,461.6
"Fish fillets and mince","WORLD (Quantity)","1,000 mt","Fish","Foods",2021,828.2
"Shellfish, fresh or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",2021,1029.2
"Prepared fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",2021,732.1
"Total vegetables and preparations","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2021,13318.1
"Fresh vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2021,8983.1
"Frozen vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2021,907.2
"Dried vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2021,723.3
"Prepared or preserved vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2021,2800.5
"Total dairy products","WORLD (Quantity)","1,000 mt","Dairy","Foods",2021,370.8
